Operator,Lease,Field,Section,Township,Range,County,Latitude,Longitude,No. of Ponds,Status
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.489496,-119.089359,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Reservoir C,Poso Creek,6,27S,27E,Kern,35.611571,-119.09889,1,Inactive
"Cawelo Water District, Chevron U.S.A., Inc.
Bakersfield & Valley Water Management Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.592007,-119.189194,1,Active
"Cawelo Water District, Chevron U.S.A., Inc. Bakersfield & Valley Water Management
Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.594756,-119.19182,1,Active
"Cawelo Water District, Chevron U.S.A., Inc. Bakersfield & Valley Water Management
Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.59877,-119.195393,1,Active
"Cawelo Water District, Chevron U.S.A., Inc. Bakersfield & Valley Water Management
Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.600644,-119.199173,1,Active
"Cawelo Water District, Chevron U.S.A., Inc. Bakersfield & Valley Water Management
Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.59573,-119.202116,1,Active
"Cawelo Water District, Chevron U.S.A., Inc.
Bakersfield & Valley Water Management Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.592199,-119.199209,1,Active
"Cawelo Water District, Chevron U.S.A., Inc.
Bakersfield & Valley Water Management Company",Famoso Basin,Poso Creek,8,27S,26E,Kern,35.590392,-119.196312,1,Active
"Cawelo Water District, Chevron U.S.A., Inc. Bakersfield & Valley Water Management
Company",Famoso Basin - Transfer Pond,Poso Creek,8,27S,26E,Kern,35.594112,-119.187464,1,Active
Caywood Howard Inc.,Bankline,Midway-Sunset,32,32S,24E,Kern,35.102985,-119.425546,1,Active
Central California Oil Company,Bocqueraz,Pyramid Hills,17,24S,18E,Kings,35.83907,-120.05426,1,Active
Central California Oil Company,Bocqueraz,Pyramid Hills,17,24S,18E,Kings,35.83911,-120.05436,1,Active
Central California Oil Company,Getty,Pyramid Hills,18,24S,18E,Kings,35.84689,-120.05913,1,Active
Central California Oil Company,Getty,Pyramid Hills,18,24S,18E,Kings,35.846935,-120.059319,1,Active
Central California Oil Company,Getty,Pyramid Hills,7,24S,18E,Kings,35.847079,-120.059472,1,Active
Central California Oil Company,SB,Pyramid Hills,17,24S,18E,Kings,35.84314,-120.05353,1,Active
Central Pacific Resources,Lehi-Richardson,Cymric,7,29S,21E,Kern,35.418417,-119.754807,1,Active
Central Pacific Resources,Lehi-Richardson,Cymric,7,29S,21E,Kern,35.418856,-119.754764,1,Active
Central Pacific Resources,Lehi-Richardson,Cymric,7,29S,21E,Kern,35.418867,-119.754512,1,Active
Central Pacific Resources,USL,Cymric,7,29S,21E,Kern,35.42378,-119.765,1,Active
Central Pacific Resources,USL,Cymric,7,29S,21E,Kern,35.423794,-119.765089,1,Active
"Central Resources, Inc.",Coles Levee A,Coles Levee North,32,30S,25E,Kern,35.281666,-119.311329,1,Inactive
"Central Resources, Inc.",Coles Levee A,Coles Levee North,32,30S,25E,Kern,35.281889,-119.311111,1,Inactive
"Central Resources, Inc.",Coles Levee A,Coles Levee North,32,30S,25E,Kern,35.28426,-119.30417,1,Inactive
"Central Resources, Inc.",Coles Levee A,Coles Levee North,32,30S,25E,Kern,35.2844,-119.30452,1,Inactive
"Central Resources, Inc.",Coles Levee A,Coles Levee North,32,30S,25E,Kern,35.28463,-119.31071,1,Inactive
"Central Resources, Inc.",Coles Levee A,Coles Levee North,32,30S,25E,Kern,35.28121,-119.31363,1,Inactive
"Central Resources, Inc.",Coles Levee A,Coles Levee North,3,31S,25E,Kern,35.26381,-119.28369,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.249318,-119.274517,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.24924,-119.27441,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.24936,-119.27442,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.24924,-119.27454,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.24941,-119.27464,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.24929,-119.27465,1,Inactive
"Central Resources, Inc.",SCLU,Coles Levee South,10,31S,25E,Kern,35.24874,-119.27441,1,Inactive
"Central Resources, Inc.",SCLU-Section 11,Coles Levee South,11,31S,25E,Kern,35.247524,-119.257249,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.234972,-120.307017,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.235212,-120.306333,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.234692,-120.306319,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.234696,-120.3056,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.235283,-120.305586,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.235739,-120.305605,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.235718,-120.305012,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.235283,-120.305046,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.235292,-120.304347,1,Inactive
"Chevron North American Exploration &
Production Company (Chevron U.S.A. Inc., Bakersfield)",Sec35A,Coalinga,35,19S,15E,Fresno,36.23569,-120.304351,1,Inactive
"Chevron North American Exploration &
Production Company (Chevron U.S.A. Inc., Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.42811,-118.96733,1,Inactive
"Chevron North American Exploration &
Production Company (Chevron U.S.A. Inc., Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.42815,-118.9677,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.42834,-118.96733,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.427928,-118.968094,1,Inactive
"Chevron North American Exploration &
Production Company (Chevron U.S.A. Inc., Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.427617,-118.968128,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.427483,-118.968514,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.426928,-118.968433,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Kern Co. Land,Kern River,3,29S,28E,Kern,35.428221,-118.968111,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Monte Cristo No. 1,Kern River,5,29S,28E,Kern,35.435958,-118.996629,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Winspear,Kern River,6,29S,28E,Kern,35.43855,-119.00971,1,Inactive
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Inca,Coalinga,24,20S,14E,Fresno,36.173366,-120.406294,1,Active
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Inca,Coalinga,24,20S,14E,Fresno,36.175007,-120.405393,1,Active
"Chevron North American Exploration &
Production Company (Chevron U.S.A. Inc., Bakersfield)",Inca-Whittier,Coalinga,24,20S,14E,Fresno,36.170139,-120.4072,1,Active
"Chevron North American Exploration & Production Company (Chevron U.S.A. Inc.,
Bakersfield)",Inca-Whittier,Coalinga,24,20S,14E,Fresno,36.170172,-120.406809,1,Active
"Chevron North American Exploration & Production Company + Chevron U.S.A. Inc.,
Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.166238,-120.411723,1,Active
"Chevron North American Exploration &
Production Company + Chevron U.S.A. Inc., Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.165741,-120.411414,1,Active
"Chevron North American Exploration & Production Company + Chevron U.S.A. Inc.,
Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.165796,-120.410493,1,Active
"Chevron North American Exploration & Production Company + Chevron U.S.A. Inc.,
Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.166308,-120.410344,1,Active
"Chevron North American Exploration & Production Company + Chevron U.S.A. Inc.,
Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.166835,-120.41038,1,Active
"Chevron North American Exploration & Production Company + Chevron U.S.A. Inc.,
Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.167868,-120.410446,1,Active
"Chevron North American Exploration & Production Company + Chevron U.S.A. Inc.,
Bakersfield",Sec23D,Coalinga,23,20S,14E,Fresno,36.168721,-120.410787,1,Active
Chevron U.S.A. Inc.,Cymric 1Y Lease,Cymric,1,30S,21E,Kern,35.344,-119.66625,1,Inactive
Chevron U.S.A. Inc.,Cymric 1Y Lease,Cymric,1,30S,21E,Kern,35.344,-119.6659,1,Inactive
Chevron U.S.A. Inc.,Cymric 1Y Lease,Cymric,1,30S,21E,Kern,35.34398,-119.66556,1,Inactive
Chevron U.S.A. Inc.,H.H. & F.,Kern River,9,29S,28E,Kern,35.42525,-118.97954,1,Inactive
"Chevron U.S.A. Inc., Bakersfield",Section 21,Kern Front,21,28S,27E,Kern,35.472129,-119.065151,1,Inactive
"Chevron U.S.A. Inc., Bakersfield",Section 21,Kern Front,21,28S,27E,Kern,35.471815,-119.065367,1,Inactive
"Chevron U.S.A. Inc., Bakersfield",Section 21,Kern Front,21,28S,27E,Kern,35.471709,-119.065151,1,Inactive
Chevron USA Inc Bakersfield,Cahn,Lost Hills,4,27S,21E,Kern,35.60435,-119.70919,1,Inactive
Chevron USA Inc Bakersfield,McKittrick 17Z Gas Plant,McKittrick,17,30S,22E,Kern,35.322666,-119.63173,1,Inactive
Chevron USA Inc Bakersfield,31E Oil Cleaning Plant,Midway-Sunset,31,12N,23W,Kern,35.079158,-119.376193,1,Inactive
"Citadel Exploration Inc. Purchased lease Kern
Bluff Resources LLC",Needham-Bloemer,Kern Bluff,7,29S,29E,Kern,35.415218,-118.908212,1,Inactive
"Citadel Exploration Inc. Purchased lease Kern
Bluff Resources LLC",Needham-Bloemer,Kern Bluff,7,29S,29E,Kern,35.41516,-118.90797,1,Inactive
"Citadel Exploration Inc. Purchased lease Kern
Bluff Resources LLC",Needham-Bloemer,Kern Bluff,7,29S,29E,Kern,35.415711,-118.907697,1,Inactive
"CMO, Inc",Mitchel,Chico-Martinez,35,28S,20E,Kern,35.442183,-119.788562,1,Active
"CMO, Inc",Mitchel,Chico-Martinez,35,28S,20E,Kern,35.44184,-119.78943,1,Active
"CMO, Inc",Mitchel,Chico-Martinez,35,28S,20E,Kern,35.441738,-119.78968,1,Active
Coffee Petroleum,Coffee,Round Mountain,8,28S,29E,Kern,35.51022,-118.88421,1,Inactive
Coffee Petroleum,Coffee,Round Mountain,8,28S,29E,Kern,35.510339,-118.883708,1,Inactive
Coffee Petroleum,Coffee,Round Mountain,8,28S,29E,Kern,35.510089,-118.883689,1,Inactive
Coffee Petroleum,Coffee,Round Mountain,8,28S,29E,Kern,35.509216,-118.882881,1,Inactive
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29992,-119.58746,1,Inactive
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29945,-119.58838,1,Inactive
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29942,-119.58804,1,Inactive
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29939,-119.5877,1,Inactive
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29935,-119.58738,1,Inactive
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29934,-119.58701,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29924,-119.58954,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30045,-119.58989,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.29958,-119.5893,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30055,-119.5896,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30009,-119.58924,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30041,-119.58921,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30074,-119.58918,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30005,-119.58827,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.3,-119.58794,1,Active
Crimson Resource Management,Asphalto Standard,Asphalto,23,30S,22E,Kern,35.30008,-119.58862,1,Active
Crimson Resource Management,Anderson,Cymric,19,29S,21E,Kern,35.39625,-119.75022,1,Inactive
Crimson Resource Management,Kern County Land Lease 31,Rosedale Ranch,1,29S,26E,Kern,35.43893,-119.13214,1,Inactive
Crimson Resource Management,Panama,Stockdale,14,30S,27E,Kern,35.31087,-119.05128,1,Inactive
Crimson Resource Management,Tenneco,Stockdale,15,30S,27E,Kern,35.31504,-119.06386,1,Inactive
"D D Natural Resources, LLC",Fruitvale School,Fruitvale,28,29S,27E,Kern,35.380516,-119.082628,1,Inactive
"Daybreak Oil and Gas, Inc.",Dyer Creek & Sunday,Mount Poso,13,26S,27E,Kern,35.66339,-119.010899,1,Inactive
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.98137,-119.04714,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.98068,-119.04872,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.97991,-119.04827,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.98016,-119.04873,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.98032,-119.04903,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.98012,-119.04906,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.980554,-119.048374,1,Active
Dennis Franks Oil,D. C. Unit,Deer Creek,27,22S,27E,Tulare,35.97987,-119.04906,1,Active
"Dole Enterprises, Inc.",Myer-Walkmeister,Mountain View,29,30S,29E,Kern,35.293686,-118.893185,1,Inactive
Drilling & Production Company,Snook & Wells,Midway-Sunset,12,11N,24W,Kern,35.06029,-119.38744,1,Active
Drilling & Production Company,Snook & Wells,Midway-Sunset,12,11N,24W,Kern,35.06026,-119.38844,1,Active
Drilling & Production Company,Snook & Wells,Midway-Sunset,12,11N,24W,Kern,35.06007,-119.38922,1,Active
Drilling & Production Company,Snook & Wells,Midway-Sunset,12,11N,24W,Kern,35.05927,-119.39075,1,Active
Drilling & Production Company,SCT,Tejon SE,12,10N,19W,Kern,34.96601,-118.86193,1,Inactive
Duncan's Pumping Service,Orchard and Shannon,Pyramid Hills,33,24S,18E,Kings,35.802037,-120.027315,1,Active
Duncan's Pumping Service,Orchard and Shannon,Pyramid Hills,33,24S,18E,Kings,35.802112,-120.027098,1,Active
Duncan's Pumping Service,Orchard and Shannon,Pyramid Hills,33,24S,18E,Kings,35.802191,-120.02766,1,Active
Duncan's Pumping Service,Orchard and Shannon,Pyramid Hills,33,24S,18E,Kings,35.801798,-120.027654,1,Active
"Dwayne's Engineering & Construction, Inc.",Mitchell,Midway-Sunset,15,31S,22E,Kern,35.232018,-119.598883,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.54182,-119.87396,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.54085,-119.87284,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.53973,-119.87181,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.5425,-119.87425,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.53851,-119.87052,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.53746,-119.86941,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A,Antelope Hills,36,27S,19E,Kern,35.53638,-119.86838,1,Inactive
"E&B Natural Resources Management
Corporation",Hopkins A South,Antelope Hills,31,27S,20E,Kern,35.53061,-119.85704,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A South,Antelope Hills,31,27S,20E,Kern,35.53036,-119.85715,1,Active
"E&B Natural Resources Management
Corporation",Hopkins A South,Antelope Hills,31,27S,20E,Kern,35.53035,-119.85693,1,Active
"E&B Natural Resources Management
Corporation",Phippen,Antelope Hills,8,28S,20E,Kern,35.51129,-119.84876,1,Active
"E&B Natural Resources Management
Corporation",Phippen,Antelope Hills,8,28S,20E,Kern,35.51121,-119.84849,1,Active
"E&B Natural Resources Management
Corporation",Pickrell-Mitchel,Antelope Hills,7,28S,20E,Kern,35.51311,-119.85029,1,Active
"E&B Natural Resources Management
Corporation",Pickrell-Williams,Antelope Hills,5,28S,20E,Kern,35.513505,-119.849297,1,Active
"E&B Natural Resources Management
Corporation",Pickrell-Williams,Antelope Hills,5,28S,20E,Kern,35.51346,-119.84882,1,Inactive
"E&B Natural Resources Management
Corporation",Voigt,Antelope Hills,6,28S,20E,Kern,35.52257,-119.8566,1,Active
"E&B Natural Resources Management
Corporation",Voigt,Antelope Hills,6,28S,20E,Kern,35.523505,-119.851094,1,Inactive
"E&B Natural Resources Management
Corporation",Voigt,Antelope Hills,6,28S,20E,Kern,35.52278,-119.85655,1,Active
"E&B Natural Resources Management
Corporation",Voigt,Antelope Hills,6,28S,20E,Kern,35.523909,-119.850729,1,Inactive
"E&B Natural Resources Management
Corporation",Williams,Antelope Hills,6,28S,20E,Kern,35.52127,-119.86068,1,Active
"E&B Natural Resources Management
Corporation",Williams,Antelope Hills,6,28S,20E,Kern,35.525307,-119.860355,1,Active
"E&B Natural Resources Management
Corporation",Williams,Antelope Hills,6,28S,20E,Kern,35.52493,-119.86058,1,Active
"E&B Natural Resources Management
Corporation",Hopkins B,Antelope Hills North,23,27S,19E,Kern,35.56522,-119.88971,1,Inactive
"E&B Natural Resources Management
Corporation",Hopkins B,Antelope Hills North,23,27S,19E,Kern,35.565033,-119.890393,1,Inactive
"E&B Natural Resources Management
Corporation",Hopkins B,Antelope Hills North,23,27S,19E,Kern,35.56496,-119.88984,1,Inactive
"E&B Natural Resources Management
Corporation",Hopkins B,Antelope Hills North,23,27S,19E,Kern,35.56555,-119.88949,1,Inactive
"E&B Natural Resources Management
Corporation",P.M.L.,Belgian Anticline,23,30S,21E,Kern,35.29352,-119.686,1,Inactive
"E&B Natural Resources Management
Corporation",Carneros (aka: Lundin-Webber),Belridge South,31,28S,21E,Kern,35.45456,-119.74657,1,Inactive
"E&B Natural Resources Management
Corporation",Carneros (aka: Lundin-Webber),Belridge South,31,28S,21E,Kern,35.45475,-119.747108,1,Inactive
"E&B Natural Resources Management
Corporation",JOL-23,Jasmin,23,25S,27E,Kern,35.74447,-119.04394,1,Inactive
"E&B Natural Resources Management
Corporation",JOL-23,Jasmin,23,25S,27E,Kern,35.74438,-119.04417,1,Inactive
"E&B Natural Resources Management
Corporation",Cauley,Kern Front,16,28S,27E,Kern,35.48748,-119.06569,1,Inactive
"E&B Natural Resources Management
Corporation",L. Luning,Kern Front,34,27S,27E,Kern,35.53856,-119.05059,1,Inactive
"E&B Natural Resources Management
Corporation",E & M,Kern River,2,29S,28E,Kern,35.43848,-118.94945,1,Inactive
"E&B Natural Resources Management
Corporation",Laymance,McKittrick,20,30S,22E,Kern,35.30325,-119.63188,1,Inactive
"E&B Natural Resources Management
Corporation",Laymance,McKittrick,20,30S,22E,Kern,35.30314,-119.63214,1,Inactive
"E&B Natural Resources Management
Corporation",Bowles,Mount Poso,29,26S,28E,Kern,35.64038,-118.98095,1,Inactive
"E&B Natural Resources Management
Corporation",Bowles,Mount Poso,29,26S,28E,Kern,35.641067,-118.981867,1,Inactive
"E&B Natural Resources Management
Corporation",SP Granite Canyon,Mount Poso,3,27S,28E,Kern,35.60698,-118.94761,1,Inactive
"E&B Natural Resources Management
Corporation",Cauley,Poso Creek,16,28S,27E,Kern,35.49337,-119.07945,1,Inactive
"E&B Natural Resources Management
Corporation",Cauley,Poso Creek,16,28S,27E,Kern,35.49186,-119.07964,1,Inactive
"E&B Natural Resources Management
Corporation",Cauley,Poso Creek,16,28S,27E,Kern,35.492894,-119.081314,1,Inactive
"E&B Natural Resources Management
Corporation",Gov't,Poso Creek,14,27S,27E,Kern,35.58667,-119.04396,1,Inactive
"E&B Natural Resources Management
Corporation",Gov't,Poso Creek,14,27S,27E,Kern,35.58668,-119.0437,1,Inactive
"E&B Natural Resources Management
Corporation",Gov't,Poso Creek,14,27S,27E,Kern,35.58449,-119.04492,1,Inactive
"E&B Natural Resources Management
Corporation",Newhouse Fee,Poso Creek,17,28S,27E,Kern,35.4936,-119.08348,1,Inactive
"E&B Natural Resources Management
Corporation",Newhouse Fee,Poso Creek,17,28S,27E,Kern,35.49442,-119.08258,1,Inactive
"E&B Natural Resources Management
Corporation",Section 5,Poso Creek,5,28S,27E,Kern,35.52364,-119.086512,1,Inactive
"E&B Natural Resources Management
Corporation",Section 5,Poso Creek,5,28S,27E,Kern,35.521867,-119.083324,1,Inactive
"E&B Natural Resources Management
Corporation",Mackessy,Welcome Valley,7,26S,19E,Kern,35.68117,-119.96698,1,Inactive
Emjayco L.P.,Brockman (Formally Brown),Edison,13,30S,29E,Kern,35.31938,-118.82006,1,Inactive
Emjayco L.P.,Brockman (Formally Brown),Edison,13,30S,29E,Kern,35.31949,-118.82006,1,Inactive
Emjayco L.P.,Vedder-Parkford U.S. Lease,Kern Bluff,12,29S,28E,Kern,35.41673,-118.91885,1,Inactive
Emjayco L.P.,Glide-15,Mount Poso,15,27S,28E,Kern,35.57444,-118.95316,1,Inactive
Engineers Oil Company,Section 14,Midway-Sunset,14,31S,22E,Kern,35.23175,-119.57467,1,Active
Engineers Oil Company,Section 14,Midway-Sunset,14,31S,22E,Kern,35.23182,-119.5747,1,Active
First Oil & Gas Company,Section 1,Coalinga,1,21S,14E,Fresno,36.133274,-120.3974,1,Inactive
First Oil & Gas Company,Section 2,Coalinga,2,21S,14E,Fresno,36.132825,-120.41484,1,Active
First Oil & Gas Company,Section 35A,Coalinga,35,20S,14E,Fresno,36.13658,-120.41563,1,Inactive
Foothill Energy LLC,KCL,Canfield Ranch,13,30S,26E,Kern,35.31136,-119.13593,1,Inactive
"Fourstar Resources, LLC",M&B (aka Mitchel),McDonald Anticline,21,28S,20E,Kern,35.47943,-119.83061,1,Active
"Fourstar Resources, LLC",Theta,McDonald Anticline,20,28S,20E,Kern,35.48149,-119.84419,1,Active
"Fourstar Resources, LLC",Theta,McDonald Anticline,20,28S,20E,Kern,35.481617,-119.84422,1,Active
Freeport-McMoRan Oil & Gas,R. H. Anderson Two,Cymric,20,29S,21E,Kern,35.38943,-119.74443,1,Inactive
Freeport-McMoRan Oil & Gas (now Leased by: PXP Plains Exploration & Production Company),Nacirema Fee,Cymric,6,30S,22E,Kern,35.35288,-119.64269,1,Inactive
Freeport-McMoRan Oil & Gas (now Leased by: PXP Plains Exploration & Production Company),Nacirema Fee,Cymric,6,30S,22E,Kern,35.35308,-119.64268,1,Inactive
Freeport-McMoRan Oil & Gas (now Leased by: PXP Plains Exploration & Production Company),Nacirema Fee,Cymric,6,30S,22E,Kern,35.3527,-119.64264,1,Inactive
General Production Service,Galbreath,Lost Hills,20,26S,21E,Kern,35.64556,-119.74251,1,Active
"Gordon Dole Company & Dole Enterprise, Inc.",SP,Midway-Sunset,5,32S,23E,Kern,35.17501,-119.53244,1,Active
"Gordon Dole Company & Dole Enterprise, Inc.",SP,Midway-Sunset,5,32S,23E,Kern,35.17497,-119.53231,1,Active
"Grayson Service, Inc.",Bear Valley,Asphalto,36,30S,22E,Kern,35.28129,-119.56804,1,Inactive
"Grayson Service, Inc.",KCL-E,Canal,14,30S,25E,Kern,35.319968,-119.255173,1,Inactive
"Grayson Service, Inc.",KCL-E,Canal,14,30S,25E,Kern,35.317413,-119.254401,1,Inactive
"Grayson Service, Inc.",KCL-E,Canal,14,30S,25E,Kern,35.317531,-119.25424,1,Inactive
"Grayson Service, Inc.",KCL-E,Canal,14,30S,25E,Kern,35.32031,-119.25519,1,Inactive
"Greka Oil & Gas, Inc.",Gibson,Belridge North,36,27S,20E,Kern,35.53528,-119.77388,1,Inactive
"Greka Oil & Gas, Inc.",McPhail,Belridge North,36,27S,20E,Kern,35.53634,-119.77581,1,Inactive
"Griffin Resources, LLC",G-R,McKittrick,12,30S,21E,Kern,35.32098,-119.66892,1,Active
"Griffin Resources, LLC",McKittrick Fee,McKittrick,13,30S,21E,Kern,35.31886,-119.66916,1,Inactive
"Griffin Resources, LLC",Robertson,McKittrick,13,30S,21E,Kern,35.319736,-119.667002,1,Active
"Griffin Resources, LLC",Robertson,McKittrick,13,30S,21E,Kern,35.319735,-119.665438,1,Inactive
"Griffin Resources, LLC",Robertson,McKittrick,13,30S,21E,Kern,35.319953,-119.666507,1,Active
"Griffin Resources, LLC",Poscal Pac Villard,Mount Poso,28,26S,28E,Kern,35.63193,-118.95889,1,Active
"Griffin Resources, LLC",Poscal Pac Villard,Mount Poso,28,26S,28E,Kern,35.63218,-118.95889,1,Active
"Griffin Resources, LLC",Poscal Pac Villard,Mount Poso,28,26S,28E,Kern,35.63246,-118.95891,1,Active
"Griffin Resources, LLC",Poscal Pac Villard,Mount Poso,28,26S,28E,Kern,35.63247,-118.95927,1,Active
"Griffin Resources, LLC",CCMO-17,Pyramid Hills,17,24S,18E,Kings,35.83303,-120.05015,1,Active
"Griffin Resources, LLC",CCMO-17,Pyramid Hills,17,24S,18E,Kings,35.832937,-120.05077,1,Active
"Griffin Resources, LLC",CCMO-17,Pyramid Hills,17,24S,18E,Kings,35.832768,-120.050751,1,Active
"Griffin Resources, LLC",CCMO-17,Pyramid Hills,17,24S,18E,Kings,35.832759,-120.050939,1,Inactive
"Hathaway, LLC",Grace Cairns,Devils Den,26,25S,18E,Kern,35.71664,-120.00027,1,Inactive
"Hathaway, LLC",Crofton-Coffee,Edison,36,29S,29E,Kern,35.35928,-118.81136,1,Inactive
