Operator,Lease,Field,Section,Township,Range,County,Latitude,Longitude,No. of Ponds,Status
Valley Water Management Company,Broad Creek 2 Facility,Midway-Sunset,2,32S,23E,Kern,35.178739,-119.478082,1,Active
Valley Water Management Company,Broad Creek 2 Facility,Midway-Sunset,2,32S,23E,Kern,35.178884,-119.477631,1,Active
Valley Water Management Company,Broad Creek 2 Facility,Midway-Sunset,2,32S,23E,Kern,35.178972,-119.477256,1,Active
Valley Water Management Company,Broad Creek 2 Facility,Midway-Sunset,2,32S,23E,Kern,35.179078,-119.476954,1,Active
Valley Water Management Company,Broad Creek 2 Facility,Midway-Sunset,2,32S,23E,Kern,35.178704,-119.480789,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.2177,-119.54979,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21774,-119.549428,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21776,-119.548,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21913,-119.54382,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21812,-119.54903,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21776,-119.54835,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21752,-119.54996,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21754,-119.54956,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.2178,-119.54867,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21736,-119.54969,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21726,-119.54927,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21921,-119.54695,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21918,-119.54774,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21915,-119.54837,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21835,-119.54619,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21914,-119.54904,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21837,-119.54574,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21838,-119.54537,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21804,-119.54996,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21839,-119.54504,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21868,-119.54476,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21885,-119.54441,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21785,-119.55008,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21777,-119.54661,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21785,-119.54965,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21899,-119.54412,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21773,-119.54698,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21775,-119.54734,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21769,-119.55024,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.21776,-119.54766,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.2181,-119.54387,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.217662,-119.544256,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.217277,-119.544595,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.216872,-119.544956,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.216632,-119.545351,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,19,31S,23E,Kern,35.216624,-119.545684,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,13,31S,22E,Kern,35.216612,-119.546152,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,13,31S,22E,Kern,35.216852,-119.546722,1,Active
Valley Water Management Company,Buena Vista 1 Facility,Midway-Sunset,13,31S,22E,Kern,35.216851,-119.547568,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22436,-119.55759,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22461,-119.55776,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22467,-119.55678,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22488,-119.55794,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22466,-119.55757,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22499,-119.55778,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22436,-119.55711,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22483,-119.55439,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22506,-119.55474,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22523,-119.55679,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22524,-119.55511,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22528,-119.55574,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22531,-119.55542,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22531,-119.55718,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22536,-119.55776,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22528,-119.55608,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22434,-119.55666,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22534,-119.55643,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22435,-119.55637,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22567,-119.55755,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22588,-119.55684,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22652,-119.55575,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.226533,-119.554979,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22434,-119.55605,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22435,-119.55574,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22435,-119.55547,1,Active
Valley Water Management Company,Buena Vista 2,Midway-Sunset,13,31S,22E,Kern,35.22435,-119.5552,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.068307,-119.362706,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.069557,-119.361858,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.069276,-119.36215,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.06901,-119.362394,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.069197,-119.362816,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.069602,-119.362911,1,Active
Valley Water Management Company,Maricopa East,Midway-Sunset,6,11N,23W,Kern,35.06777,-119.363651,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062563,-119.374218,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062565,-119.374962,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062861,-119.376841,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062858,-119.37743,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062802,-119.37812,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062817,-119.378817,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062813,-119.379445,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062867,-119.380145,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062843,-119.380788,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062782,-119.381472,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062905,-119.381965,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.062307,-119.381896,1,Active
Valley Water Management Company,Maricopa West,Midway-Sunset,5,11N,23W,Kern,35.061947,-119.381856,1,Active
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.141593,-119.486204,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.141745,-119.486425,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.141894,-119.486667,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.142024,-119.48689,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.142162,-119.487082,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.14159,-119.486649,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.141783,-119.48701,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.142509,-119.486309,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.142722,-119.486125,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.143106,-119.486138,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.143452,-119.486127,1,Inactive
Valley Water Management Company,Quality,Midway-Sunset,15,32S,23E,Kern,35.143755,-119.486105,1,Inactive
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141748,-119.429012,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.14178,-119.42866,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.14175,-119.428334,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141963,-119.429,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141963,-119.428657,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141963,-119.428325,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141878,-119.428031,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141956,-119.427708,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141896,-119.427289,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141784,-119.426629,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.14166,-119.425861,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141538,-119.425034,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141452,-119.42442,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141396,-119.424019,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.141328,-119.423627,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.14124,-119.423026,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.140929,-119.422421,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.140543,-119.421783,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.427493,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.42661,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.425833,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.42503,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.424444,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.424041,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.423669,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.42297,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.422462,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1398,-119.421836,1,Active
Valley Water Management Company,SE Taft (New),Midway-Sunset,17,32S,24E,Kern,35.1401,-119.420984,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.137974,-119.439643,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.137864,-119.439347,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.137858,-119.439067,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.137822,-119.438679,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.137881,-119.43834,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.137918,-119.437965,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.13795,-119.43588,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138034,-119.437174,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138078,-119.436806,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138133,-119.436435,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138183,-119.436048,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138239,-119.435668,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138279,-119.435325,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138346,-119.434964,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138394,-119.434557,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138444,-119.43419,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.13817,-119.438647,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138227,-119.438246,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.13828,-119.437838,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138409,-119.437454,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138552,-119.437087,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138623,-119.43675,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138682,-119.436409,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.13873,-119.436108,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138807,-119.435781,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.138923,-119.435474,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.139089,-119.435022,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.13915,-119.434589,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.139186,-119.434195,1,Active
Valley Water Management Company,SE Taft (Old),Midway-Sunset,18,32S,24E,Kern,35.139314,-119.433913,1,Active
Vast Star Corporation,Clifford Trust,Cymric,16,29S,21E,Kern,35.40962,-119.72384,1,Active
"Vaughn, LLC",USL 15,Midway-Sunset,15,32S,23E,Kern,35.1423,-119.49203,1,Inactive
West American Energy Corp.,Pedro USL,Kern Front,10,28S,27E,Kern,35.511709,-119.050431,1,Inactive
West American Energy Corp.,Pedro USL,Kern Front,10,28S,27E,Kern,35.51203,-119.05099,1,Inactive
West American Energy Corp.,Copa,Midway-Sunset,8,11N,23W,Kern,35.060331,-119.359849,1,Inactive
West American Energy Corp.,Bowles,Cymric,28,29S,21E,Kern,35.37855,-119.71424,1,Active
West American Energy Corp.,Bowles,Cymric,28,29S,21E,Kern,35.37858,-119.71437,1,Active
Western Production Inc.,J.D. Kneen,Midway-Sunset,4,11N,23W,Kern,35.06466,-119.33717,1,Inactive
Western Production Inc.,J.D. Kneen,Midway-Sunset,4,11N,23W,Kern,35.06447,-119.33716,1,Inactive
Woodward Oil Company,Cunningham,Midway-Sunset,15,32S,23E,Kern,35.150558,-119.491889,1,Active
