WELL_ID,TREND,Presence,p-val,z
28S26E16J001M,|('no trend', False,0.308179547, 1.0190493307301363)|
09N17W29P001SS,|('no trend', False,1, 0)|
11N14W14B002S,|('no trend', False,0.296269871, -1.044465935734187)|
30S28E10N001M,|('no trend', False,1, 0)|
11N21W08A001S,|('no trend', False,0.089429359, 1.6984155512168937)|
11N09W34K001S,|('no trend', False,0.602167528, -0.5212860351426869)|
32S37E26G001M,|('no trend', False,0.634194817, 0.47583095143088644)|
30S28E20F001M,|('no trend', False,0.086410733, 1.7146428199482247)|
27S25E16Q001M,|('no trend', False,0.296269871, 1.044465935734187)|
29S27E10P002M,|('no trend', False,1, 0)|
32S27E23P001M,|('no trend', False,1, 0.0)|
11N20W06Q001S,|('no trend', False,0.643428844, -0.4629100498862757)|
26S25E15H001M,|('no trend', False,1, 0.0)|
26S25E19R001M,|('no trend', False,0.634194817, 0.47583095143088644)|
28S26E14D001M,|('no trend', False,0.308179547, 1.0190493307301363)|
30S27E02P001M,|('no trend', False,0.275757848, -1.0898985218261321)|
29S27E26P001M,|('no trend', False,1, 0.0)|
31S30E20G002M,|('no trend', False,1, 0.0)|
31S30E29F004M,|('no trend', False,1, 0.0)|
32S37E23N002M,|('no trend', False,1, 0.0)|
30S27E23C004M,|('no trend', False,0.117850895, -1.563858105428061)|
30S27E02F001M,|('no trend', False,0.815881646, 0.23284515771189984)|
31S24E36D004M,|('no trend', False,1, 0)|
25S24E15H001M,|('no trend', False,0.229556214, 1.2015028183722212)|
26S24E02H001M,|('no trend', False,0.734095182, 0.3396831102433787)|
26S25E36E001M,|('no trend', False,1, 0.0)|
26S25E26N001M,|('no trend', False,1, 0.0)|
27S26E32E001M,|('no trend', False,0.296269871, 1.044465935734187)|
30S27E05H002M,|('no trend', False,1, 0.0)|
30S28E18E001M,|('increasing', True,0.000264385, 3.647907470819764)|
30S27E08J001M,|('no trend', False,1, 0.0)|
30S28E10N003M,|('no trend', False,1, 0)|
27S23E01R005M,|('no trend', False,1, 0)|
30S28E17B002M,|('no trend', False,0.089429359, 1.6984155512168937)|
09N09W18C001S,|('no trend', False,1, 0.0)|
26S24E04R001M,|('no trend', False,0.643428844, -0.4629100498862757)|
28S22E10R001M,|('no trend', False,1, 0.0)|
27S26E08Q001M,|('no trend', False,0.296269871, 1.044465935734187)|
28S24E09H001M,|('no trend', False,1, 0.0)|
29S39E33H001M,|('no trend', False,0.060289174, -1.8786728732554487)|
30S28E07C001M,|('no trend', False,0.789268026, -0.2672612419124244)|
10N09W07A001S,|('no trend', False,1, 0)|
11N20W16H001S,|('no trend', False,0.296269871, 1.044465935734187)|
10N12W20C004S,|('no trend', False,1, 0)|
11N20W13M001S,|('no trend', False,0.296269871, -1.044465935734187)|
12N20W33R001S,|('no trend', False,1, 0.0)|
30S27E23C003M,|('no trend', False,1, 0.0)|
29S27E10L001M,|('no trend', False,0.140648084, 1.4733819163261046)|
29S28E30F002M,|('increasing', True,0.007766183, 2.6620695282483413)|
29S28E32R002M,|('no trend', False,0.536186772, 0.6185895741317419)|
30S27E15R001M,|('no trend', False,0.462432726, -0.7348469228349533)|
32S27E36R001M,|('no trend', False,0.308179547, -1.0190493307301363)|
30S28E05N001M,|('no trend', False,0.533416513, -0.6227991553292184)|
30S30E08R002M,|('no trend', False,1, 0)|
31S29E01D001M,|('no trend', False,0.296269871, -1.044465935734187)|
30S28E05B001M,|('no trend', False,0.484842382, 0.6985354731356995)|
31S24E36D007M,|('no trend', False,1, 0)|
28S26E30A001M,|('no trend', False,0.734095182, -0.3396831102433787)|
28S27E29D001M,|('no trend', False,0.734095182, 0.3396831102433787)|
28S26E19C001M,|('no trend', False,0.452370361, 0.7514691493021795)|
30S27E03G001M,|('no trend', False,0.734095182, 0.3396831102433787)|
11N07W30G001S,|('no trend', False,0.308179547, 1.0190493307301363)|
11N08W20H002S,|('no trend', False,1, 0.0)|
11N21W04F001S,|('no trend', False,0.734095182, -0.3396831102433787)|
11N12W32E002S,|('no trend', False,0.196197663, -1.2924606552829938)|
32S34E30K001M,|('no trend', False,0.806495941, -0.2449489742783178)|
30S27E10P001M,|('no trend', False,0.707114231, 0.3757345746510897)|
30S27E04F002M,|('no trend', False,1, 0)|
30S27E12N002M,|('no trend', False,0.175308081, -1.355343691370986)|
30S28E07E001M,|('no trend', False,0.163655531, -1.3928818185614462)|
31S30E29B001M,|('no trend', False,1, 0)|
31S30E29E002M,|('no trend', False,1, 0.0)|
30S29E15L003M,|('no trend', False,0.071505416, 1.8022542275583318)|
26S25E31H001M,|('no trend', False,1, 0.0)|
29S28E31G002M,|('no trend', False,0.756997211, 0.309426373877638)|
30S25E10C001M,|('no trend', False,0.296269871, 1.044465935734187)|
29S39E15M001M,|('no trend', False,0.452370361, 0.7514691493021795)|
30S27E04B001M,|('no trend', False,1, 0)|
25S33E15F002M,|('no trend', False,1, 0.0)|
32S37E16N001M,|('no trend', False,0.308179547, -1.0190493307301363)|
09N13W20C002S,|('no trend', False,0.355910188, 0.9231861823449955)|
30S28E28D004M,|('no trend', False,1, 0)|
30S24E04C006M,|('no trend', False,1, 0)|
26S25E21K001M,|('no trend', False,1, 0.0)|
28S22E07Q001M,|('no trend', False,0.089429359, -1.6984155512168937)|
10N13W32D001S,|('no trend', False,0.710523023, 0.3711537444790451)|
10N13W24C001S,|('no trend', False,1, 0)|
29S25E32F001M,|('no trend', False,0.220671362, 1.224744871391589)|
11N08W03Q001S,|('no trend', False,0.806495941, 0.2449489742783178)|
11N19W19M001S,|('no trend', False,0.308179547, 1.0190493307301363)|
29S28E32R001M,|('no trend', False,0.348082624, 0.9383148632568366)|
26S25E23H001M,|('no trend', False,1, 0.0)|
26S25E34J001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S25E22C001M,|('no trend', False,1, 0.0)|
27S26E06N001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S26E32N001M,|('no trend', False,1, 0)|
31S26E32C001M,|('no trend', False,0.734095182, 0.3396831102433787)|
30S27E01G002M,|('no trend', False,0.229556214, -1.2015028183722212)|
29S27E36K001M,|('increasing', True,0.033524165, 2.125748992103599)|
30S28E19M001M,|('no trend', False,0.259656356, 1.1272037239532693)|
31S30E19J002M,|('no trend', False,0.296269871, -1.044465935734187)|
31S29E11A001M,|('no trend', False,0.296269871, -1.044465935734187)|
30S28E20M001M,|('increasing', True,0.011573904, 2.5248762345905194)|
30S30E08R080M,|('no trend', False,1, 0)|
W0601502560,|('no trend', False,1, 0)|
W0601500511,|('no trend', False,0.341268476, 0.9516619028617729)|
W0601500344,|('increasing', True,0.003861491, 2.8892604740584606)|
W0601500586,|('no trend', False,1, 0.0)|
30S27E02A002M,|('no trend', False,0.858027657, -0.17888543819998318)|
29S28E32N001M,|('increasing', True,0.001229385, 3.2319734178846593)|
30S27E11M002M,|('no trend', False,0.462432726, -0.7348469228349533)|
W0601502632,|('no trend', False,1, 0)|
27S26E25J001M,|('no trend', False,0.220671362, -1.224744871391589)|
32S28E30D001M,|('no trend', False,1, 0)|
31S30E29F001M,|('no trend', False,0.089429359, -1.6984155512168937)|
26S25E30H001M,|('no trend', False,0.296269871, 1.044465935734187)|
26S25E15R001M,|('no trend', False,0.296269871, 1.044465935734187)|
26S25E35E001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S25E22J001M,|('no trend', False,0.296269871, 1.044465935734187)|
31S30E20C001M,|('no trend', False,1, 0)|
32S39E33R001M,|('no trend', False,0.259656356, -1.1272037239532693)|
28S25E24C001M,|('no trend', False,0.089429359, -1.6984155512168937)|
28S26E17R001M,|('no trend', False,0.308179547, 1.0190493307301363)|
W0601502739,|('no trend', False,1, 0.0)|
28S26E21L001M,|('no trend', False,1, 0.0)|
30S30E18G001M,|('no trend', False,1, 0.0)|
W0601500560,|('no trend', False,0.335503953, 0.9630868246861536)|
W0601500464,|('no trend', False,1, 0)|
29S28E16R001M,|('no trend', False,0.707114231, 0.3757345746510897)|
30S27E11B001M,|('no trend', False,0.251452187, 1.1468292773139113)|
29S28E19Q001M,|('increasing', True,0.047603955, 1.9808869335422103)|
27S26E31H001M,|('no trend', False,1, 0.0)|
W0601502158,|('no trend', False,1, 0)|
W0601502074,|('no trend', False,1, 0)|
29S28E31K002M,|('decreasing', True,0.016125323, -2.4060666296896316)|
W0601502575,|('no trend', False,1, 0.0)|
W0601510802,|('decreasing', True,0.000476148, -3.4938279849628007)|
11N19W30D001S,|('no trend', False,1, 0.0)|
25S25E11P001M,|('no trend', False,1, 0.0)|
29S28E31F002M,|('no trend', False,0.173546222, -1.360897063089832)|
29S28E31J002M,|('no trend', False,0.327106907, -0.9799578870122228)|
29S28E19L001M,|('no trend', False,0.110211837, 1.597241716949005)|
30S27E03B002M,|('no trend', False,0.452370361, -0.7514691493021795)|
26S40E30K001M,|('no trend', False,0.298500251, -1.0396549201255079)|
30S29E06B080M,|('no trend', False,1, 0)|
31S30E20T081M,|('no trend', False,1, 0)|
32S28E30D002M,|('no trend', False,1, 0)|
27S25E24C001M,|('no trend', False,0.296269871, 1.044465935734187)|
09N10W24F001S,|('no trend', False,0.220671362, -1.224744871391589)|
30S27E11G001M,|('no trend', False,0.876269664, -0.1556997888323046)|
30S27E11R001M,|('no trend', False,0.754454177, -0.3127716210856122)|
29S28E35E003M,|('no trend', False,0.548005572, 0.6007514091861106)|
30S28E01J002M,|('no trend', False,1, 0)|
30S28E06C003M,|('decreasing', True,0.009374768, -2.598076211353316)|
31S30E29C001M,|('no trend', False,0.296269871, -1.044465935734187)|
31S24E25E004M,|('no trend', False,1, 0)|
W0601502664,|('no trend', False,0.296269871, 1.044465935734187)|
31S30E30M001M,|('no trend', False,0.296269871, -1.044465935734187)|
32S27E24P001M,|('no trend', False,0.308179547, 1.0190493307301363)|
29S27E25R001M,|('increasing', True,0.040461836, 2.04900285466192)|
30S29E36K001M,|('no trend', False,1, 0.0)|
31S24E13J003M,|('no trend', False,1, 0)|
26S25E31F001M,|('no trend', False,1, 0.0)|
29S28E32L001M,|('increasing', True,0.008123423, 2.646896410149178)|
W0601500515,|('no trend', False,0.089429359, 1.6984155512168937)|
31S30E17E001M,|('no trend', False,0.881930721, 0.14852213144650114)|
11N22W13Q001S,|('no trend', False,0.308179547, 1.0190493307301363)|
W0601502607,|('no trend', False,1, 0.0)|
26S24E12P001M,|('no trend', False,1, 0.0)|
28S25E13L001M,|('no trend', False,1, 0.0)|
27S25E03H001M,|('no trend', False,0.734095182, -0.3396831102433787)|
27S26E06L001M,|('no trend', False,1, 0.0)|
W0601503509,|('no trend', False,1, 0.0)|
W0601510009,|('increasing', True,3.62E-14, 7.573955864297152)|
W0601502771,|('no trend', False,0.220671362, 1.224744871391589)|
W0601500599,|('no trend', False,0.063486531, 1.8557687223952255)|
W0601500340,|('increasing', True,0.027195157, 2.2087051361325662)|
W0601500296,|('no trend', False,0.207902227, -1.2593547459966667)|
W0601502663,|('increasing', True,0.040134998, 2.0523568127251828)|
W0601500517,|('no trend', False,0.467671404, 0.7262730392025629)|
W0601502253,|('no trend', False,1, 0.0)|
W0601503537,|('no trend', False,1, 0.0)|
W0601500507,|('no trend', False,0.146576034, -1.4517323726225955)|
W0601503653,|('no trend', False,1, 0.0)|
W0601510016,|('no trend', False,0.257808356, 1.1315864106987361)|
W0601500462,|('no trend', False,1, 0.0)|
W0601502281,|('no trend', False,1, 0)|
W0601503350,|('no trend', False,1, 0)|
W0601502449,|('increasing', True,0.020044669, 2.3255106965997814)|
W0601503330,|('no trend', False,1, 0)|
W0601503661,|('no trend', False,1, 0)|
W0601502044,|('no trend', False,1, 0)|
W0601502757,|('no trend', False,0.198256397, 1.2865350418053538)|
W0601500408,|('no trend', False,0.132854956, 1.502938298604359)|
W0601500413,|('no trend', False,0.180072004, 1.3405333651089393)|
W0601503214,|('no trend', False,1, 0)|
W0601500508,|('no trend', False,0.312321422, 1.0103629710818451)|
W0601502649,|('no trend', False,1, 0.0)|
W0601502017,|('increasing', True,0.012821685, 2.4886840673530206)|
W0601502164,|('no trend', False,0.348082624, 0.9383148632568366)|
W0601502153,|('no trend', False,1, 0)|
W0601500452,|('no trend', False,0.100680111, -1.6415653633362466)|
W0601502629,|('no trend', False,0.47648541, -0.7119666788018509)|
W0601502210,|('no trend', False,1, 0.0)|
W0601504003,|('no trend', False,1, 0)|
W0601500442,|('no trend', False,0.457717434, -0.7426106572325056)|
W0601500593,|('no trend', False,0.885233914, -0.14433756729740646)|
W0601500564,|('increasing', True,0.024170547, 2.2544074479065386)|
W0601502753,|('no trend', False,1, 0.0)|
W0601500494,|('increasing', True,0.027100105, 2.210072874489157)|
W0604200618,|('no trend', False,0.734095182, 0.3396831102433787)|
W0601503336,|('no trend', False,0.296269871, 1.044465935734187)|
USGS-353902117420501,|('no trend', False,1, 0.0)|
USGS-354330117500501,|('no trend', False,1, 0.0)|
USGS-351740117535002,|('no trend', False,1, 0)|
USGS-354610117433601,|('no trend', False,0.308179547, 1.0190493307301363)|
W0601502162,|('increasing', True,0.018744676, 2.3505701129970804)|
W0603610042,|('no trend', False,1, 0.0)|
USGS-353833117424001,|('no trend', False,0.533829422, 0.6221710168382552)|
USGS-353627117413401,|('no trend', False,1, 0.0)|
USGS-350737118000301,|('no trend', False,1, 0)|
USGS-354540119130401,|('no trend', False,1, 0.0)|
USGS-353027119230901,|('no trend', False,1, 0.0)|
USGS-354629117463901,|('no trend', False,0.870175499, -0.16343556928908737)|
USGS-354726119112001,|('no trend', False,1, 0.0)|
USGS-353045119220201,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-353847119100601,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-354307119183701,|('no trend', False,1, 0.0)|
31S30E06E001M,|('no trend', False,1, 0.0)|
30S28E18B001M,|('no trend', False,0.088678329, -1.702411111575101)|
25S25E11E001M,|('no trend', False,1, 0.0)|
W0601500513,|('no trend', False,1, 0.0)|
30S28E18N002M,|('no trend', False,1, 0)|
32S29E21B001M,|('no trend', False,1, 0)|
31S29E11B001M,|('no trend', False,1, 0.0)|
USGS-354633117513501,|('no trend', False,1, 0.0)|
29S28E36J003M,|('no trend', False,0.806495941, 0.2449489742783178)|
USGS-354258117403901,|('no trend', False,0.259656356, 1.1272037239532693)|
31S25E13B001M,|('no trend', False,1, 0)|
29S28E36L080M,|('no trend', False,1, 0)|
27S24E08F001M,|('no trend', False,0.520050527, 0.6432675209026769)|
28S26E05F001M,|('no trend', False,0.734095182, 0.3396831102433787)|
29S28E36L081M,|('no trend', False,1, 0)|
30S28E06M002M,|('decreasing', True,0.031823127, -2.146625258399798)|
28S26E24C001M,|('no trend', False,0.643428844, -0.4629100498862757)|
W0601502383,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-353844117424401,|('no trend', False,0.075945285, 1.7747130188322278)|
11N18W19D001S,|('no trend', False,1, 0.0)|
USGS-354039117382801,|('no trend', False,1, 0.0)|
27S25E33M001M,|('no trend', False,0.296269871, 1.044465935734187)|
USGS-354654119422203,|('no trend', False,1, 0)|
30S27E23L002M,|('no trend', False,1, 0.0)|
12N20W33R002S,|('no trend', False,1, 0)|
W0601502556,|('no trend', False,1, 0.0)|
29S25E10N001M,|('no trend', False,1, 0.0)|
USGS-354549117442001,|('no trend', False,1, 0.0)|
28S26E05A001M,|('no trend', False,1, 0.0)|
28S26E27C001M,|('no trend', False,0.089429359, -1.6984155512168937)|
USGS-353948117401501,|('no trend', False,1, 0)|
W0601502550,|('no trend', False,1, 0)|
W0601503203,|('no trend', False,1, 0)|
11N19W22G001S,|('no trend', False,1, 0.0)|
26S25E35B001M,|('no trend', False,1, 0.0)|
USGS-345518118172601,|('increasing', True,4.70E-06, 4.577903373557539)|
W0601500562,|('no trend', False,0.551729799, -0.5951700641394974)|
11N19W21Q001S,|('no trend', False,0.806495941, -0.2449489742783178)|
09N14W24L001S,|('no trend', False,1, 0)|
11N21W11Q001S,|('no trend', False,1, 0.0)|
26S39E30J002M,|('no trend', False,1, 0)|
USGS-350815119042501,|('no trend', False,1, 0)|
USGS-354521117422301,|('no trend', False,0.367520738, 0.9011271137791659)|
USGS-350829117590201,|('no trend', False,1, 0)|
USGS-353304119361901,|('no trend', False,1, 0.0)|
USGS-350426117424201,|('no trend', False,1, 0.0)|
USGS-351545118021101,|('no trend', False,1, 0.0)|
USGS-353849117441701,|('no trend', False,0.462432726, 0.7348469228349533)|
USGS-350023117491601,|('no trend', False,1, 0.0)|
USGS-354011117400001,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-351231119061701,|('no trend', False,1, 0.0)|
USGS-354000120042301,|('no trend', False,0.643428844, 0.4629100498862757)|
USGS-352053118500201,|('no trend', False,1, 0.0)|
USGS-353652117404201,|('no trend', False,0.107404636, 1.6099689437998486)|
USGS-350819119043501,|('no trend', False,1, 0)|
USGS-354004119121501,|('no trend', False,1, 0.0)|
USGS-350006117393001,|('no trend', False,1, 0.0)|
USGS-354036117400701,|('no trend', False,0.63122182, 0.48000783692661914)|
USGS-351327118530601,|('no trend', False,0.296269871, 1.044465935734187)|
USGS-345212117561801,|('no trend', False,1, 0.0)|
USGS-354021117381801,|('no trend', False,1, 0.0)|
USGS-354643119142601,|('no trend', False,1, 0.0)|
USGS-353851117491403,|('no trend', False,0.225479297, -1.2120864305257124)|
USGS-345151118090201,|('decreasing', True,0.001861689, -3.1114532680414717)|
GAGW10000039,|('no trend', False,0.387177592, -0.8647471368090611)|
USGS-350050117463001,|('no trend', False,1, 0.0)|
USGS-345147118150501,|('no trend', False,1, 0.0)|
USGS-353616117394701,|('no trend', False,0.308179547, 1.0190493307301363)|
USGS-345954117431501,|('no trend', False,1, 0.0)|
USGS-353721117404001,|('increasing', True,0.002666682, 3.003757045930553)|
USGS-353948117385601,|('no trend', False,0.296269871, 1.044465935734187)|
USGS-354550119083101,|('no trend', False,1, 0.0)|
USGS-345949117510501,|('decreasing', True,0.015307461, -2.4250219614231483)|
USGS-353606117424601,|('no trend', False,1, 0.0)|
USGS-353958117431902,|('no trend', False,0.132854956, 1.502938298604359)|
USGS-353520117413101,|('no trend', False,1, 0.0)|
USGS-354020117384201,|('no trend', False,0.536186772, 0.6185895741317419)|
USGS-344954118172501,|('no trend', False,1, 0.0)|
USGS-345210118090601,|('no trend', False,1, 0.0)|
USGS-350055117474001,|('no trend', False,0.079025382, 1.7563692393356014)|
USGS-350025117530001,|('no trend', False,0.452370361, -0.7514691493021795)|
USGS-352024118565501,|('no trend', False,1, 0.0)|
USGS-354211117431801,|('no trend', False,1, 0.0)|
USGS-350042117484901,|('no trend', False,1, 0.0)|
USGS-350049117485001,|('no trend', False,1, 0.0)|
USGS-345106118185201,|('no trend', False,0.265510389, 1.1134612334371354)|
USGS-353607119173801,|('no trend', False,1, 0.0)|
USGS-353935117442001,|('no trend', False,1, 0.0)|
USGS-345949117392002,|('no trend', False,1, 0.0)|
USGS-354119117400601,|('no trend', False,1, 0.0)|
USGS-351607117571001,|('no trend', False,0.090521245, 1.692654532112021)|
USGS-353545117485301,|('no trend', False,0.229556214, -1.2015028183722212)|
USGS-353929117383501,|('no trend', False,1, 0.0)|
11N19W14Q001S,|('no trend', False,1, 0.0)|
11N20W07Q001S,|('no trend', False,0.296269871, 1.044465935734187)|
32S28E28R001M,|('no trend', False,1, 0.0)|
10N18W21E002SS,|('no trend', False,1, 0.0)|
31S29E36G001M,|('no trend', False,0.220671362, 1.224744871391589)|
31S29E10K001M,|('no trend', False,0.296269871, -1.044465935734187)|
26S25E09F001M,|('no trend', False,1, 0.0)|
32S28E29R080M,|('no trend', False,1, 0)|
11N19W25F001S,|('no trend', False,0.734095182, -0.3396831102433787)|
11N13W19C003S,|('no trend', False,1, 0.0)|
26S25E34R001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S26E07P001M,|('no trend', False,0.296269871, 1.044465935734187)|
30S28E05K001M,|('no trend', False,1, 0)|
30S28E05C001M,|('no trend', False,0.640428787, -0.46709936649691375)|
28S25E36J001M,|('no trend', False,0.296269871, 1.044465935734187)|
11N20W17H001S,|('no trend', False,0.296269871, -1.044465935734187)|
30S28E01J081M,|('no trend', False,1, 0)|
11N19W22E001S,|('no trend', False,0.533829422, 0.6221710168382552)|
11N21W04H001S,|('no trend', False,1, 0.0)|
11N21W07D001S,|('no trend', False,1, 0.0)|
30S26E34A001M,|('no trend', False,0.296269871, 1.044465935734187)|
31S29E02K001M,|('increasing', True,0.016260937, 2.4030056367444423)|
30S24E11J001M,|('no trend', False,0.296269871, 1.044465935734187)|
09N10W24C001S,|('no trend', False,1, 0.0)|
28S26E14A001M,|('no trend', False,0.089429359, 1.6984155512168937)|
29S24E24F001M,|('no trend', False,0.734095182, 0.3396831102433787)|
31S24E13J001M,|('no trend', False,1, 0)|
11N09W33F001S,|('no trend', False,1, 0)|
30S29E34B001M,|('no trend', False,0.198256397, -1.2865350418053538)|
25S24E35R001M,|('no trend', False,0.296269871, 1.044465935734187)|
29S27E25G001M,|('no trend', False,0.348082624, 0.9383148632568366)|
29S27E26P002M,|('no trend', False,1, 0)|
30S28E20C001M,|('no trend', False,0.086410733, 1.7146428199482247)|
31S29E01M001M,|('no trend', False,1, 0.0)|
27S24E01L003M,|('no trend', False,1, 0)|
11N09W26R001S,|('no trend', False,0.452370361, -0.7514691493021795)|
10N20W01H001S,|('no trend', False,0.089429359, 1.6984155512168937)|
28S26E09D001M,|('no trend', False,0.734095182, 0.3396831102433787)|
27S26E30F001M,|('no trend', False,0.132854956, 1.502938298604359)|
29S27E36K002M,|('no trend', False,1, 0.0)|
12N20W33P002S,|('no trend', False,0.132854956, 1.502938298604359)|
09N20W36F002S,|('no trend', False,1, 0.0)|
11N20W09R001S,|('no trend', False,1, 0.0)|
32S37E22N001M,|('no trend', False,1, 0.0)|
30S27E23D001M,|('decreasing', True,0.016156931, -2.4053511772118195)|
USGS-353843117402401,|('no trend', False,1, 0.0)|
USGS-350040117531801,|('no trend', False,1, 0.0)|
USGS-354146119180501,|('no trend', False,1, 0.0)|
USGS-350044117523501,|('no trend', False,1, 0.0)|
USGS-353634117385401,|('no trend', False,1, 0.0)|
USGS-353307119055501,|('no trend', False,1, 0.0)|
USGS-350055117523501,|('no trend', False,1, 0.0)|
USGS-353306119552301,|('no trend', False,1, 0.0)|
USGS-353707117381801,|('no trend', False,0.060289174, -1.8786728732554487)|
USGS-354541119260901,|('no trend', False,1, 0.0)|
USGS-351548118001601,|('no trend', False,1, 0.0)|
USGS-350145117485701,|('no trend', False,1, 0.0)|
USGS-354054117410701,|('no trend', False,1, 0.0)|
USGS-352136117545101,|('no trend', False,0.202376446, -1.2748101523224886)|
USGS-350425117422801,|('no trend', False,1, 0.0)|
USGS-352248117492901,|('no trend', False,0.734095182, -0.3396831102433787)|
USGS-353828117401301,|('increasing', True,0.016260937, 2.4030056367444423)|
11N09W28K001S,|('no trend', False,1, 0.0)|
25S26E16P001M,|('no trend', False,1, 0.0)|
31S30E20G003M,|('no trend', False,1, 0.0)|
30S28E18K001M,|('no trend', False,0.10776229, 1.6083328927425289)|
USGS-354558119023001,|('no trend', False,1, 0.0)|
30S27E01M001M,|('no trend', False,0.10311923, -1.629916103983299)|
29S28E21D001M,|('no trend', False,0.089429359, 1.6984155512168937)|
26S25E15F001M,|('no trend', False,0.296269871, -1.044465935734187)|
11N22W03F001S,|('no trend', False,0.579639271, -0.5539117094069973)|
30S27E02A001M,|('no trend', False,0.296269871, -1.044465935734187)|
30S37E28H001M,|('no trend', False,1, 0.0)|
USGS-354118117431301,|('no trend', False,0.089429359, 1.6984155512168937)|
28S26E16L001M,|('no trend', False,0.296269871, 1.044465935734187)|
29S28E29D001M,|('increasing', True,0.038088284, 2.0739033894608507)|
27S25E23C001M,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-353847119205701,|('no trend', False,1, 0.0)|
26S40E32K002M,|('no trend', False,1, 0.0)|
28S26E36D001M,|('no trend', False,0.296269871, 1.044465935734187)|
W0601500190,|('increasing', True,0.009374768, 2.598076211353316)|
W0601502697,|('no trend', False,1, 0.0)|
W0601503210,|('no trend', False,1, 0)|
W0601502687,|('no trend', False,1, 0.0)|
W0601502680,|('no trend', False,1, 0)|
